WARNING (------): DXF version not recognised or not release 12-15.
   c1=(-387,-325), c2=(-348,-362), c3=(-310,-399), cs=220.0ø, cm=226.1ø, ce=232.2ø, pt=(-350,-364), d=2
LINEARISING DONE. c3=(-310,-399) cs=232.2ø (end=269.0)
LINEARISING: c1=(-310,-399) max=2
   c1=(-310,-399), c2=(-159,-452), c3=(-9,-505), cs=232.2ø, cm=250.6ø, ce=269.0ø, pt=(-168,-476), d=25
   c1=(-310,-399), c2=(-239,-437), c3=(-168,-476), cs=232.2ø, cm=241.4ø, ce=250.6ø, pt=(-242,-443), d=6
   c1=(-310,-399), c2=(-276,-421), c3=(-242,-443), cs=232.2ø, cm=236.8ø, ce=241.4ø, pt=(-277,-423), d=2
LINEARISING DONE. c3=(-242,-443) cs=241.4ø (end=269.0)
LINEARISING: c1=(-242,-443) max=2
   c1=(-242,-443), c2=(-125,-474), c3=(-9,-505), cs=241.4ø, cm=255.2ø, ce=269.0ø, pt=(-129,-488), d=14
   c1=(-242,-443), c2=(-185,-465), c3=(-129,-488), cs=241.4ø, cm=248.3ø, ce=255.2ø, pt=(-187,-469), d=4
   c1=(-242,-443), c2=(-214,-456), c3=(-187,-469), cs=241.4ø, cm=244.8ø, ce=248.3ø, pt=(-215,-457), d=1
LINEARISING DONE. c3=(-187,-469) cs=248.3ø (end=269.0)
LINEARISING: c1=(-187,-469) max=2
   c1=(-187,-469), c2=(-98,-487), c3=(-9,-505), cs=248.3ø, cm=258.6ø, ce=269.0ø, pt=(-100,-495), d=8
   c1=(-187,-469), c2=(-143,-482), c3=(-100,-495), cs=248.3ø, cm=253.4ø, ce=258.6ø, pt=(-144,-484), d=2
LINEARISING DONE. c3=(-100,-495) cs=258.6ø (end=269.0)
LINEARISING: c1=(-100,-495) max=2
   c1=(-100,-495), c2=(-54,-500), c3=(-9,-505), cs=258.6ø, cm=263.8ø, ce=269.0ø, pt=(-55,-502), d=2
LINEARISING DONE. c3=(-9,-505) cs=269.0ø (end=269.0)
EXPORT ARC: Arc linearised to 12 points.
EXPORT ARC: Unmapped arc: o=(1647687,22143814), r=21818600, sa=269.0ø, ea=269.1ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-380787,-21815277) max=109093
   c1=(-380787,-21815277), c2=(-361749,-21815592), c3=(-342712,-21815908), cs=269.0ø, cm=269.0ø, ce=269.1ø, pt=(-380787,-21815277), d=19040
LINEARISING DONE. c3=(-342712,-21815908) cs=269.1ø (end=269.1)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(1337339,2801610), r=2473907, sa=269.1ø, ea=269.7ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-38858,-2473602) max=12369
   c1=(-38858,-2473602), c2=(-25905,-2473737), c3=(-12953,-2473873), cs=269.1ø, cm=269.4ø, ce=269.7ø, pt=(-25906,-2473771), d=34
LINEARISING DONE. c3=(-12953,-2473873) cs=269.7ø (end=269.7)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(1351932,5229144), r=4901484, sa=269.7ø, ea=270.0ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-25664,-4901417) max=24507
   c1=(-25664,-4901417), c2=(-12832,-4901450), c3=(0,-4901484), cs=269.7ø, cm=269.8ø, ce=270.0ø, pt=(-17109,-4901454), d=4277
LINEARISING DONE. c3=(0,-4901484) cs=270.0ø (end=270.0)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(1351623,-14442471), r=15130811, sa=90.0ø, ea= 90.2ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(0,15130811) max=75654
   c1=(0,15130811), c2=(-26408,15130765), c3=(-52816,15130719), cs=90.0ø, cm=90.1ø, ce=90.2ø, pt=(-26408,15130788), d=23
LINEARISING DONE. c3=(-52816,15130719) cs=90.2ø (end=90.2)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(1301609,441203), r=247053, sa=90.2ø, ea= 93.9ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-862,247051) max=1235
   c1=(-862,247051), c2=(-8832,246766), c3=(-16803,246481), cs=90.2ø, cm=92.0ø, ce=93.9ø, pt=(-8622,246903), d=250
LINEARISING DONE. c3=(-16803,246481) cs=93.9ø (end=93.9)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(1286206,668905), r=18831, sa=93.9ø, ea=113.3ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-1281,18787) max=94
   c1=(-1281,18787), c2=(-4365,18041), c3=(-7449,17295), cs=93.9ø, cm=103.6ø, ce=113.3ø, pt=(-4428,18303), d=269
   c1=(-1281,18787), c2=(-2854,18545), c3=(-4428,18303), cs=93.9ø, cm=98.7ø, ce=103.6ø, pt=(-2848,18614), d=69
LINEARISING DONE. c3=(-4428,18303) cs=103.6ø (end=113.3)
LINEARISING: c1=(-4428,18303) max=94
   c1=(-4428,18303), c2=(-5938,17799), c3=(-7449,17295), cs=103.6ø, cm=108.4ø, ce=113.3ø, pt=(-5944,17868), d=69
LINEARISING DONE. c3=(-7449,17295) cs=113.3ø (end=113.3)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(1279506,684448), r=1905, sa=113.3ø, ea=215.0ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-754,1750) max=9
   c1=(-754,1750), c2=(-1252,498), c3=(-1750,-754), cs=113.3ø, cm=158.3ø, ce=203.3ø, pt=(-1770,704), d=557
   c1=(-754,1750), c2=(-1262,1227), c3=(-1770,704), cs=113.3ø, cm=135.8ø, ce=158.3ø, pt=(-1366,1328), d=144
   c1=(-754,1750), c2=(-1060,1539), c3=(-1366,1328), cs=113.3ø, cm=124.5ø, ce=135.8ø, pt=(-1079,1570), d=36
   c1=(-754,1750), c2=(-916,1660), c3=(-1079,1570), cs=113.3ø, cm=118.9ø, ce=124.5ø, pt=(-921,1668), d=9
LINEARISING DONE. c3=(-1079,1570) cs=124.5ø (end=215.0)
LINEARISING: c1=(-1079,1570) max=9
   c1=(-1079,1570), c2=(-1324,245), c3=(-1570,-1079), cs=124.5ø, cm=169.5ø, ce=214.5ø, pt=(-1873,347), d=558
   c1=(-1079,1570), c2=(-1476,958), c3=(-1873,347), cs=124.5ø, cm=147.0ø, ce=169.5ø, pt=(-1598,1038), d=145
   c1=(-1079,1570), c2=(-1338,1304), c3=(-1598,1038), cs=124.5ø, cm=135.7ø, ce=147.0ø, pt=(-1363,1330), d=36
   c1=(-1079,1570), c2=(-1221,1450), c3=(-1363,1330), cs=124.5ø, cm=130.1ø, ce=135.7ø, pt=(-1227,1457), d=9
LINEARISING DONE. c3=(-1363,1330) cs=135.7ø (end=215.0)
LINEARISING: c1=(-1363,1330) max=9
   c1=(-1363,1330), c2=(-1461,118), c3=(-1560,-1093), cs=135.7ø, cm=175.3ø, ce=215.0ø, pt=(-1899,156), d=439
   c1=(-1363,1330), c2=(-1631,743), c3=(-1899,156), cs=135.7ø, cm=155.5ø, ce=175.3ø, pt=(-1733,790), d=112
   c1=(-1363,1330), c2=(-1548,1060), c3=(-1733,790), cs=135.7ø, cm=145.6ø, ce=155.5ø, pt=(-1572,1076), d=28
   c1=(-1363,1330), c2=(-1467,1203), c3=(-1572,1076), cs=135.7ø, cm=140.6ø, ce=145.6ø, pt=(-1472,1209), d=7
LINEARISING DONE. c3=(-1572,1076) cs=145.6ø (end=215.0)
LINEARISING: c1=(-1572,1076) max=9
   c1=(-1572,1076), c2=(-1566,-8), c3=(-1560,-1093), cs=145.6ø, cm=180.3ø, ce=215.0ø, pt=(-1905,-10), d=339
   c1=(-1572,1076), c2=(-1738,533), c3=(-1905,-10), cs=145.6ø, cm=162.9ø, ce=180.3ø, pt=(-1821,560), d=87
   c1=(-1572,1076), c2=(-1696,818), c3=(-1821,560), cs=145.6ø, cm=154.2ø, ce=162.9ø, pt=(-1715,829), d=21
   c1=(-1572,1076), c2=(-1643,952), c3=(-1715,829), cs=145.6ø, cm=149.9ø, ce=154.2ø, pt=(-1648,955), d=5
LINEARISING DONE. c3=(-1715,829) cs=154.2ø (end=215.0)
LINEARISING: c1=(-1715,829) max=9
   c1=(-1715,829), c2=(-1637,-132), c3=(-1560,-1093), cs=154.2ø, cm=184.6ø, ce=215.0ø, pt=(-1899,-153), d=262
   c1=(-1715,829), c2=(-1807,338), c3=(-1899,-153), cs=154.2ø, cm=169.4ø, ce=184.6ø, pt=(-1872,350), d=66
   c1=(-1715,829), c2=(-1793,589), c3=(-1872,350), cs=154.2ø, cm=161.8ø, ce=169.4ø, pt=(-1810,595), d=18
   c1=(-1715,829), c2=(-1762,712), c3=(-1810,595), cs=154.2ø, cm=158.0ø, ce=161.8ø, pt=(-1766,714), d=4
LINEARISING DONE. c3=(-1810,595) cs=161.8ø (end=215.0)
LINEARISING: c1=(-1810,595) max=9
   c1=(-1810,595), c2=(-1685,-249), c3=(-1560,-1093), cs=161.8ø, cm=188.4ø, ce=215.0ø, pt=(-1885,-278), d=202
   c1=(-1810,595), c2=(-1847,158), c3=(-1885,-278), cs=161.8ø, cm=175.1ø, ce=188.4ø, pt=(-1898,163), d=51
   c1=(-1810,595), c2=(-1854,379), c3=(-1898,163), cs=161.8ø, cm=168.4ø, ce=175.1ø, pt=(-1866,383), d=12
   c1=(-1810,595), c2=(-1838,489), c3=(-1866,383), cs=161.8ø, cm=165.1ø, ce=168.4ø, pt=(-1841,490), d=3
LINEARISING DONE. c3=(-1866,383) cs=168.4ø (end=215.0)
LINEARISING: c1=(-1866,383) max=9
   c1=(-1866,383), c2=(-1713,-355), c3=(-1560,-1093), cs=168.4ø, cm=191.7ø, ce=215.0ø, pt=(-1865,-386), d=155
   c1=(-1866,383), c2=(-1865,-1), c3=(-1865,-386), cs=168.4ø, cm=180.0ø, ce=191.7ø, pt=(-1905,0), d=40
   c1=(-1866,383), c2=(-1885,191), c3=(-1905,0), cs=168.4ø, cm=174.2ø, ce=180.0ø, pt=(-1895,193), d=10
   c1=(-1866,383), c2=(-1880,288), c3=(-1895,193), cs=168.4ø, cm=171.3ø, ce=174.2ø, pt=(-1883,288), d=3
LINEARISING DONE. c3=(-1895,193) cs=174.2ø (end=215.0)
LINEARISING: c1=(-1895,193) max=9
   c1=(-1895,193), c2=(-1727,-450), c3=(-1560,-1093), cs=174.2ø, cm=194.6ø, ce=215.0ø, pt=(-1843,-480), d=119
   c1=(-1895,193), c2=(-1869,-143), c3=(-1843,-480), cs=174.2ø, cm=184.4ø, ce=194.6ø, pt=(-1899,-146), d=30
   c1=(-1895,193), c2=(-1897,23), c3=(-1899,-146), cs=174.2ø, cm=179.3ø, ce=184.4ø, pt=(-1905,23), d=8
LINEARISING DONE. c3=(-1899,-146) cs=184.4ø (end=215.0)
LINEARISING: c1=(-1899,-146) max=9
   c1=(-1899,-146), c2=(-1729,-619), c3=(-1560,-1093), cs=184.4ø, cm=199.7ø, ce=215.0ø, pt=(-1794,-642), d=68
   c1=(-1899,-146), c2=(-1846,-394), c3=(-1794,-642), cs=184.4ø, cm=192.0ø, ce=199.7ø, pt=(-1863,-396), d=17
   c1=(-1899,-146), c2=(-1881,-271), c3=(-1863,-396), cs=184.4ø, cm=188.2ø, ce=192.0ø, pt=(-1886,-272), d=5
LINEARISING DONE. c3=(-1863,-396) cs=192.0ø (end=215.0)
LINEARISING: c1=(-1863,-396) max=9
   c1=(-1863,-396), c2=(-1711,-744), c3=(-1560,-1093), cs=192.0ø, cm=203.5ø, ce=215.0ø, pt=(-1747,-760), d=39
   c1=(-1863,-396), c2=(-1805,-578), c3=(-1747,-760), cs=192.0ø, cm=197.7ø, ce=203.5ø, pt=(-1815,-579), d=10
   c1=(-1863,-396), c2=(-1839,-487), c3=(-1815,-579), cs=192.0ø, cm=194.8ø, ce=197.7ø, pt=(-1842,-487), d=3
LINEARISING DONE. c3=(-1815,-579) cs=197.7ø (end=215.0)
LINEARISING: c1=(-1815,-579) max=9
   c1=(-1815,-579), c2=(-1687,-836), c3=(-1560,-1093), cs=197.7ø, cm=206.3ø, ce=215.0ø, pt=(-1708,-844), d=22
   c1=(-1815,-579), c2=(-1761,-711), c3=(-1708,-844), cs=197.7ø, cm=202.0ø, ce=206.3ø, pt=(-1766,-714), d=5
LINEARISING DONE. c3=(-1708,-844) cs=206.3ø (end=215.0)
LINEARISING: c1=(-1708,-844) max=9
   c1=(-1708,-844), c2=(-1634,-968), c3=(-1560,-1093), cs=206.3ø, cm=210.6ø, ce=215.0ø, pt=(-1640,-970), d=6
LINEARISING DONE. c3=(-1560,-1093) cs=215.0ø (end=215.0)
EXPORT ARC: Arc linearised to 14 points.
EXPORT ARC: Unmapped arc: o=(442412,545883), r=34112, sa=107.7ø, ea=124.7ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-10371,32497) max=170
   c1=(-10371,32497), c2=(-14895,30271), c3=(-19419,28045), cs=107.7ø, cm=116.2ø, ce=124.7ø, pt=(-15061,30607), d=374
   c1=(-10371,32497), c2=(-12716,31552), c3=(-15061,30607), cs=107.7ø, cm=111.9ø, ce=116.2ø, pt=(-12723,31650), d=98
LINEARISING DONE. c3=(-15061,30607) cs=116.2ø (end=124.7)
LINEARISING: c1=(-15061,30607) max=170
   c1=(-15061,30607), c2=(-17240,29326), c3=(-19419,28045), cs=116.2ø, cm=120.4ø, ce=124.7ø, pt=(-17262,29422), d=98
LINEARISING DONE. c3=(-19419,28045) cs=124.7ø (end=124.7)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(450641,533993), r=48572, sa=124.7ø, ea=137.7ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-27651,39933) max=242
   c1=(-27651,39933), c2=(-31788,36311), c3=(-35925,32690), cs=124.7ø, cm=131.2ø, ce=137.7ø, pt=(-31994,36546), d=312
   c1=(-27651,39933), c2=(-29822,38239), c3=(-31994,36546), cs=124.7ø, cm=127.9ø, ce=131.2ø, pt=(-29837,38327), d=89
LINEARISING DONE. c3=(-31994,36546) cs=131.2ø (end=137.7)
LINEARISING: c1=(-31994,36546) max=242
   c1=(-31994,36546), c2=(-33959,34618), c3=(-35925,32690), cs=131.2ø, cm=134.4ø, ce=137.7ø, pt=(-33984,34703), d=88
LINEARISING DONE. c3=(-35925,32690) cs=137.7ø (end=137.7)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(451718,533014), r=50028, sa=137.7ø, ea=150.6ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-37002,33669) max=250
   c1=(-37002,33669), c2=(-40293,29114), c3=(-43585,24559), cs=137.7ø, cm=144.1ø, ce=150.6ø, pt=(-40525,29335), d=320
   c1=(-37002,33669), c2=(-38763,31502), c3=(-40525,29335), cs=137.7ø, cm=140.9ø, ce=144.1ø, pt=(-38824,31551), d=78
LINEARISING DONE. c3=(-40525,29335) cs=144.1ø (end=150.6)
LINEARISING: c1=(-40525,29335) max=250
   c1=(-40525,29335), c2=(-42055,26947), c3=(-43585,24559), cs=144.1ø, cm=147.3ø, ce=150.6ø, pt=(-42099,27027), d=91
LINEARISING DONE. c3=(-43585,24559) cs=150.6ø (end=150.6)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(442648,538132), r=39613, sa=150.6ø, ea=165.9ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-34511,19446) max=198
   c1=(-34511,19446), c2=(-36465,14548), c3=(-38420,9650), cs=150.6ø, cm=158.2ø, ce=165.9ø, pt=(-36780,14711), d=354
   c1=(-34511,19446), c2=(-35645,17078), c3=(-36780,14711), cs=150.6ø, cm=154.4ø, ce=158.2ø, pt=(-35724,17116), d=87
LINEARISING DONE. c3=(-36780,14711) cs=158.2ø (end=165.9)
LINEARISING: c1=(-36780,14711) max=198
   c1=(-36780,14711), c2=(-37600,12180), c3=(-38420,9650), cs=158.2ø, cm=162.0ø, ce=165.9ø, pt=(-37674,12241), d=95
LINEARISING DONE. c3=(-38420,9650) cs=165.9ø (end=165.9)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(474002,530238), r=71945, sa=165.9ø, ea=177.1ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-69777,17527) max=359
   c1=(-69777,17527), c2=(-70815,10583), c3=(-71853,3640), cs=165.9ø, cm=171.5ø, ce=177.1ø, pt=(-71155,10634), d=343
LINEARISING DONE. c3=(-71853,3640) cs=177.1ø (end=177.1)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(950765,506275), r=549310, sa=177.1ø, ea=179.6ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-548607,27791) max=2746
   c1=(-548607,27791), c2=(-548952,15813), c3=(-549297,3835), cs=177.1ø, cm=178.3ø, ce=179.6ø, pt=(-549068,16296), d=496
LINEARISING DONE. c3=(-549297,3835) cs=179.6ø (end=179.6)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(946606,506301), r=545151, sa=179.6ø, ea=182.2ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-545138,3806) max=2725
   c1=(-545138,3806), c2=(-544943,-8560), c3=(-544749,-20927), cs=179.6ø, cm=180.9ø, ce=182.2ø, pt=(-545084,-8563), d=141
LINEARISING DONE. c3=(-544749,-20927) cs=182.2ø (end=182.2)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(477542,488481), r=75749, sa=182.2ø, ea=193.1ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-75693,-2908) max=378
   c1=(-75693,-2908), c2=(-74735,-10038), c3=(-73778,-17169), cs=182.2ø, cm=187.6ø, ce=193.1ø, pt=(-75084,-10018), d=349
LINEARISING DONE. c3=(-73778,-17169) cs=193.1ø (end=193.1)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(451174,482365), r=48681, sa=193.1ø, ea=203.1ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-47414,-11034) max=243
   c1=(-47414,-11034), c2=(-46096,-15066), c3=(-44778,-19099), cs=193.1ø, cm=198.1ø, ce=203.1ø, pt=(-46272,-15124), d=185
LINEARISING DONE. c3=(-44778,-19099) cs=203.1ø (end=203.1)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(446895,480541), r=44029, sa=203.1ø, ea=213.9ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-40499,-17274) max=220
   c1=(-40499,-17274), c2=(-38522,-20915), c3=(-36545,-24557), cs=203.1ø, cm=208.5ø, ce=213.9ø, pt=(-38693,-21009), d=195
LINEARISING DONE. c3=(-36545,-24557) cs=213.9ø (end=213.9)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(448587,481678), r=46067, sa=213.9ø, ea=224.5ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-38236,-25694) max=230
   c1=(-38236,-25694), c2=(-35546,-28991), c3=(-32857,-32289), cs=213.9ø, cm=219.2ø, ce=224.5ø, pt=(-35699,-29116), d=197
LINEARISING DONE. c3=(-32857,-32289) cs=224.5ø (end=224.5)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(457790,490716), r=58967, sa=224.5ø, ea=233.3ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-42058,-41331) max=294
   c1=(-42058,-41331), c2=(-38649,-44304), c3=(-35240,-47278), cs=224.5ø, cm=228.9ø, ce=233.3ø, pt=(-38763,-44435), d=173
LINEARISING DONE. c3=(-35240,-47278) cs=233.3ø (end=233.3)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(435604,461000), r=21882, sa=233.3ø, ea=258.0ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-13077,-17544) max=109
   c1=(-13077,-17544), c2=(-8813,-19474), c3=(-4550,-21404), cs=233.3ø, cm=245.6ø, ce=258.0ø, pt=(-9040,-19928), d=507
   c1=(-13077,-17544), c2=(-11058,-18736), c3=(-9040,-19928), cs=233.3ø, cm=239.4ø, ce=245.6ø, pt=(-11139,-18835), d=127
   c1=(-13077,-17544), c2=(-12108,-18189), c3=(-11139,-18835), cs=233.3ø, cm=236.3ø, ce=239.4ø, pt=(-12141,-18205), d=36
LINEARISING DONE. c3=(-11139,-18835) cs=239.4ø (end=258.0)
LINEARISING: c1=(-11139,-18835) max=109
   c1=(-11139,-18835), c2=(-7844,-20119), c3=(-4550,-21404), cs=239.4ø, cm=248.7ø, ce=258.0ø, pt=(-7949,-20387), d=287
   c1=(-11139,-18835), c2=(-9544,-19611), c3=(-7949,-20387), cs=239.4ø, cm=244.0ø, ce=248.7ø, pt=(-9592,-19667), d=73
LINEARISING DONE. c3=(-7949,-20387) cs=248.7ø (end=258.0)
LINEARISING: c1=(-7949,-20387) max=109
   c1=(-7949,-20387), c2=(-6249,-20895), c3=(-4550,-21404), cs=248.7ø, cm=253.3ø, ce=258.0ø, pt=(-6288,-20959), d=74
LINEARISING DONE. c3=(-4550,-21404) cs=258.0ø (end=258.0)
EXPORT ARC: Arc linearised to 5 points.
EXPORT ARC: Unmapped arc: o=(457434,563795), r=126970, sa=258.0ø, ea=264.8ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-26399,-124195) max=634
   c1=(-26399,-124195), c2=(-18953,-125321), c3=(-11508,-126447), cs=258.0ø, cm=261.4ø, ce=264.8ø, pt=(-18987,-125542), d=223
LINEARISING DONE. c3=(-11508,-126447) cs=264.8ø (end=264.8)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(457321,562564), r=125734, sa=264.8ø, ea=271.7ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-11396,-125217) max=628
   c1=(-11396,-125217), c2=(-3833,-125448), c3=(3730,-125679), cs=264.8ø, cm=268.2ø, ce=271.7ø, pt=(-3949,-125672), d=252
LINEARISING DONE. c3=(3730,-125679) cs=271.7ø (end=271.7)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(460017,473510), r=36639, sa=271.7ø, ea=289.2ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(1087,-36623) max=183
   c1=(1087,-36623), c2=(6568,-35612), c3=(12049,-34601), cs=271.7ø, cm=280.4ø, ce=289.2ø, pt=(6614,-36037), d=427
   c1=(1087,-36623), c2=(3850,-36330), c3=(6614,-36037), cs=271.7ø, cm=276.0ø, ce=280.4ø, pt=(3830,-36438), d=109
LINEARISING DONE. c3=(6614,-36037) cs=280.4ø (end=289.2)
LINEARISING: c1=(6614,-36037) max=183
   c1=(6614,-36037), c2=(9331,-35319), c3=(12049,-34601), cs=280.4ø, cm=284.8ø, ce=289.2ø, pt=(9359,-35423), d=107
LINEARISING DONE. c3=(12049,-34601) cs=289.2ø (end=289.2)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(480512,414718), r=25623, sa=99.1ø, ea=109.2ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(-4052,25301) max=128
   c1=(-4052,25301), c2=(-6239,24749), c3=(-8427,24198), cs=99.1ø, cm=104.1ø, ce=109.2ø, pt=(-6242,24851), d=102
LINEARISING DONE. c3=(-8427,24198) cs=109.2ø (end=109.2)
EXPORT ARC: Arc linearised to 3 points.
EXPORT ARC: Unmapped arc: o=(477623,432721), r=7389, sa=73.6ø, ea= 99.1ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(2086,7088) max=36
   c1=(2086,7088), c2=(458,7192), c3=(-1169,7296), cs=73.6ø, cm=86.3ø, ce=99.1ø, pt=(477,7374), d=182
   c1=(2086,7088), c2=(1281,7231), c3=(477,7374), cs=73.6ø, cm=79.9ø, ce=86.3ø, pt=(1296,7274), d=45
   c1=(2086,7088), c2=(1691,7181), c3=(1296,7274), cs=73.6ø, cm=76.7ø, ce=79.9ø, pt=(1700,7191), d=13
LINEARISING DONE. c3=(1296,7274) cs=79.9ø (end=99.1)
LINEARISING: c1=(1296,7274) max=36
   c1=(1296,7274), c2=(63,7285), c3=(-1169,7296), cs=79.9ø, cm=89.5ø, ce=99.1ø, pt=(64,7389), d=104
   c1=(1296,7274), c2=(680,7331), c3=(64,7389), cs=79.9ø, cm=84.7ø, ce=89.5ø, pt=(683,7357), d=26
LINEARISING DONE. c3=(64,7389) cs=89.5ø (end=99.1)
LINEARISING: c1=(64,7389) max=36
   c1=(64,7389), c2=(-552,7342), c3=(-1169,7296), cs=89.5ø, cm=94.3ø, ce=99.1ø, pt=(-554,7368), d=26
LINEARISING DONE. c3=(-1169,7296) cs=99.1ø (end=99.1)
EXPORT ARC: Arc linearised to 5 points.
EXPORT ARC: Unmapped arc: o=(476631,429346), r=10907, sa=53.9ø, ea= 73.6ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(6426,8813) max=54
   c1=(6426,8813), c2=(4752,9638), c3=(3079,10463), cs=53.9ø, cm=63.7ø, ce=73.6ø, pt=(4833,9778), d=161
   c1=(6426,8813), c2=(5629,9295), c3=(4833,9778), cs=53.9ø, cm=58.8ø, ce=63.7ø, pt=(5650,9329), d=39
LINEARISING DONE. c3=(4833,9778) cs=63.7ø (end=73.6)
LINEARISING: c1=(4833,9778) max=54
   c1=(4833,9778), c2=(3956,10120), c3=(3079,10463), cs=63.7ø, cm=68.6ø, ce=73.6ø, pt=(3980,10155), d=42
LINEARISING DONE. c3=(3079,10463) cs=73.6ø (end=73.6)
EXPORT ARC: Arc linearised to 4 points.
EXPORT ARC: Unmapped arc: o=(434940,372134), r=81698, sa=49.5ø, ea= 53.9ø.
EXPORT ARC: CTM: o=(0,0), rot=0.0ø, xscale=1.000000, yscale=1.000000
LINEARISING: c1=(53059,62124) max=408
   c1=(53059,62124), c2=(50597,64067), c3=(48136,66011), cs=49.5ø, cm=51.7ø, ce=53.9ø, pt=(50635,64115), d=61
LINEARISING DONE. c3=(48136,66011) cs=53.9ø (end=53.9)
EXPORT ARC: Arc linearised to 3 points.
